"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"01/10/2022","Buy to Open","TQQQ 02/25/2022 135.00 C","TDA TRAN - Bought to Open 1 (TQQQ Feb 25 2022 135.0 Call) @13.5000","1","$13.50","$0.66","-$1350.66"
"01/10/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$1344.11"
"01/07/2022","Buy to Open","WFC 01/21/2022 57.50 C","TDA TRAN - Bought to Open 4 (WFC Jan 21 2022 57.5 Call) @0.4800","4","$0.48","$2.64","-$194.64"
"01/07/2022","Sell to Open","WFC 01/21/2022 57.00 C","TDA TRAN - Sold to Open 4 (WFC Jan 21 2022 57.0 Call) @0.5900","4","$0.59","$2.65","$233.35"
"01/07/2022","Buy to Open","WFC 01/21/2022 57.50 C","TDA TRAN - Bought to Open 1 (WFC Jan 21 2022 57.5 Call) @0.4400","1","$0.44","$0.66","-$44.66"
"01/07/2022","Sell to Open","WFC 01/21/2022 57.00 C","TDA TRAN - Sold to Open 1 (WFC Jan 21 2022 57.0 Call) @0.5500","1","$0.55","$0.66","$54.34"
"01/07/2022","Sell to Close","TQQQ 01/07/2022 153.00 C","TDA TRAN - Sold to Close 1 (TQQQ Jan 7 2022 153.0 Call) @0.0400","1","$0.04","$0.66","$3.34"
"01/07/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$193.32"
"01/06/2022","Sell to Open","AGNC 03/18/2022 15.00 P","TDA TRAN - Sold to Open 1 (AGNC Mar 18 2022 15.0 Put) @0.4500","1","$0.45","$0.66","$44.34"
"01/06/2022","Sell","TQQQ","TDA TRAN - Sold 20 (TQQQ) @152.1201","20","$152.1201","$0.02","$3042.38"
"01/06/2022","Buy to Open","TQQQ 01/07/2022 153.00 C","TDA TRAN - Bought to Open 1 (TQQQ Jan 7 2022 153.0 Call) @2.3700","1","$2.37","$0.66","-$237.66"
"01/06/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3159.80"
"01/05/2022","Buy","TQQQ","TDA TRAN - Bought 20 (TQQQ) @157.9900","20","$157.99","","-$3159.80"
"01/04/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$705.77"
"01/03/2022","Sell","BITO","TDA TRAN - Sold 100 (BITO) @29.3900","100","$29.39","$0.02","$2938.98"
"01/03/2022","Buy","UPST","TDA TRAN - Bought 25 (UPST) @145.7900","25","$145.79","","-$3644.75"
"01/03/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2712.59"
"12/31/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"12/31/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2142.64"
"12/30/2021","Sell","BITO","TDA TRAN - Sold 90 (BITO) @30.1401","90","$30.1401","$0.02","$2712.59"
"12/30/2021","Buy to Open","TLT 04/14/2022 135.00 C","TDA TRAN - Bought to Open 2 (TLT Apr 14 2022 135.0 Call) @12.7300","2","$12.73","$1.32","-$2547.32"
"12/30/2021","Sell to Open","TLT 01/21/2022 147.00 C","TDA TRAN - Sold to Open 2 (TLT Jan 21 2022 147.0 Call) @2.0300","2","$2.03","$1.32","$404.68"
"12/30/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1610.99"
"12/29/2021","Buy","46131B100","TDA TRAN - Bought 500 (IVR) @2.8500","500","$2.85","","-$1425.00"
"12/29/2021","Sell to Open","IVR 01/21/2022 3.00 C","TDA TRAN - Sold to Open 5 (IVR Jan 21 2022 3.0 Call) @0.0300","5","$0.03","$3.31","$11.69"
"12/29/2021","Sell","46131B100","TDA TRAN - Sold 100 (IVR) @2.8400","100","$2.84","$0.01","$283.99"
"12/29/2021","Sell","46131B100","TDA TRAN - Sold 400 (IVR) @2.8500","400","$2.85","$0.06","$1139.94"
"12/29/2021","Buy to Open","IVR 04/14/2022 2.50 C","TDA TRAN - Bought to Open 5 (IVR Apr 14 2022 2.5 Call) @0.4200","5","$0.42","$3.30","-$213.30"
"12/29/2021","Buy","46131B100","TDA TRAN - Bought 500 (IVR) @2.8500","500","$2.85","","-$1425.00"
"12/29/2021","Sell to Open","IVR 01/21/2022 3.00 C","TDA TRAN - Sold to Open 5 (IVR Jan 21 2022 3.0 Call) @0.0400","5","$0.04","$3.31","$16.69"
"12/29/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4880.53"
"12/29/2021","Journaled Shares","","TDA TRAN - INTRA-ACCOUNT TRANSFER","","","","$0.31"
"12/29/2021","Journaled Shares","","TDA TRAN - INTRA-ACCOUNT TRANSFER","","","","-$0.31"
"12/29/2021","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (SOXL)","","","","$0.31"
"12/28/2021","Sell to Close","BITO 12/31/2021 29.00 P","TDA TRAN - Sold to Close 1 (BITO Dec 31 2021 29.0 Put) @0.4000","1","$0.40","$0.66","$39.34"
"12/27/2021","Sell","BITO","TDA TRAN - Sold 100 (BITO) @32.4701","100","$32.4701","$0.03","$3246.98"
"12/27/2021","Sell","SOXL","TDA TRAN - Sold 22 (SOXL) @72.4503","22","$72.4503","$0.01","$1593.90"
"12/27/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$30.66"
"12/23/2021","Buy to Open","BITO 12/31/2021 29.00 P","TDA TRAN - Bought to Open 1 (BITO Dec 31 2021 29.0 Put) @0.3000","1","$0.30","$0.66","-$30.66"
"12/23/2021","Journaled Shares","BITO","TDA TRAN - INTERNAL TRANSFER BETWEEN ACCOUNTS OR ACCOUNT TYPES (BITO)","290","","",""
"12/23/2021","Journaled Shares","BITO","TDA TRAN - INTERNAL TRANSFER BETWEEN ACCOUNTS OR ACCOUNT TYPES (BITO)","-290","","",""
"12/23/2021","Journaled Shares","SOXL","TDA TRAN - INTERNAL TRANSFER BETWEEN ACCOUNTS OR ACCOUNT TYPES (SOXL)","22","","",""
"12/23/2021","Journaled Shares","SOXL","TDA TRAN - INTERNAL TRANSFER BETWEEN ACCOUNTS OR ACCOUNT TYPES (SOXL)","-22","","",""
"12/23/2021","Journaled Shares","367257201","TDA TRAN - INTERNAL TRANSFER BETWEEN ACCOUNTS OR ACCOUNT TYPES (367257201)","1,450","","",""
"12/23/2021","Journaled Shares","367257201","TDA TRAN - INTERNAL TRANSFER BETWEEN ACCOUNTS OR ACCOUNT TYPES (367257201)","-1,450","","",""
"12/21/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$296.50"
"12/17/2021","Sell","BITO","TDA TRAN - Sold 10 (BITO) @29.6501","10","$29.6501","","$296.50"
"12/13/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1497.98"
"12/09/2021","Buy","SOXL","TDA TRAN - Bought 22 (SOXL) @68.0900","22","$68.09","","-$1497.98"
"12/09/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$6494.00"
"12/08/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7986.63"
"12/07/2021","Buy","BITO","TDA TRAN - Bought 200 (BITO) @32.4700","200","$32.47","","-$6494.00"
"12/07/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4141.07"
"12/06/2021","Sell","TQQQ","TDA TRAN - Sold 52 (TQQQ) @153.5900","52","$153.59","$0.05","$7986.63"
"12/03/2021","Buy","TQQQ","TDA TRAN - Bought 12 (TQQQ) @147.8900","12","$147.89","","-$1774.68"
"12/03/2021","Sell","BITO","TDA TRAN - Sold 50 (BITO) @34.8200","50","$34.82","$0.02","$1740.98"
"12/03/2021","Buy","TQQQ","TDA TRAN - Bought 15 (TQQQ) @146.2900","15","$146.29","","-$2194.35"
"12/03/2021","Sell","BITO","TDA TRAN - Sold 50 (BITO) @34.7400","50","$34.74","$0.02","$1736.98"
"12/03/2021","Buy","TQQQ","TDA TRAN - Bought 25 (TQQQ) @146.0000","25","$146.00","","-$3650.00"
"12/03/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3514.47"
"12/02/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3204.50"
"12/01/2021","Sell","SOXL","TDA TRAN - Sold 50 (SOXL) @70.2900","50","$70.29","$0.03","$3514.47"
"11/30/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.04","","",""
"11/30/2021","Buy","SOXL","TDA TRAN - Bought 50 (SOXL) @64.0900","50","$64.09","","-$3204.50"
"11/22/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3382.47"
"11/19/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3231.50"
"11/18/2021","Sell","SOXL","TDA TRAN - Sold 50 (SOXL) @67.6500","50","$67.65","$0.03","$3382.47"
"11/18/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3373.78"
"11/17/2021","Buy","SOXL","TDA TRAN - Bought 50 (SOXL) @64.6300","50","$64.63","","-$3231.50"
"11/17/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3291.80"
"11/16/2021","Sell","TQQQ","TDA TRAN - Sold 20 (TQQQ) @168.6900","20","$168.69","$0.02","$3373.78"
"11/16/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$8070.00"
"11/15/2021","Buy","TQQQ","TDA TRAN - Bought 20 (TQQQ) @164.5900","20","$164.59","","-$3291.80"
"11/12/2021","Buy","BITO","TDA TRAN - Bought 200 (BITO) @40.3500","200","$40.35","","-$8070.00"
"11/09/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$11159.92"
"11/05/2021","Sell","DELL","TDA TRAN - Sold 100 (DELL) @55.8100","100","$55.81","$0.04","$5580.96"
"11/05/2021","Sell","DELL","TDA TRAN - Sold 100 (DELL) @55.7900","100","$55.79","$0.04","$5578.96"
"11/04/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$488.26"
"11/02/2021","Buy","DELL","TDA TRAN - Bought 200 (DELL) @53.5900","200","$53.59","","-$10718.00"
"11/02/2021","Sell","SWI","TDA TRAN - Sold 680 (SWI) @16.4800","680","$16.48","$0.14","$11206.26"
"11/01/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$11.30"
"10/29/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.03","","",""
"10/28/2021","Sell","SPCE","TDA TRAN - Sold 1 (SPCE) @18.4900","1","$18.49","","$18.49"
"10/28/2021","Sell","SPCE","TDA TRAN - Sold 54 (SPCE) @18.5200","54","$18.52","$0.02","$1000.06"
"10/28/2021","Buy","SWI","TDA TRAN - Bought 144 (SWI) @16.3800","144","$16.38","","-$2358.72"
"10/28/2021","Buy","SWI","TDA TRAN - Bought 230 (SWI) @16.3997","230","$16.3997","","-$3771.93"
"10/28/2021","Sell","SPCE","TDA TRAN - Sold 145 (SPCE) @18.4800","145","$18.48","$0.03","$2679.57"
"10/28/2021","Buy","SWI","TDA TRAN - Bought 306 (SWI) @16.3899","306","$16.3899","","-$5015.31"
"10/28/2021","Sell","SOXL","TDA TRAN - Sold 160 (SOXL) @46.6200","160","$46.62","$0.06","$7459.14"
"10/26/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$7049.60"
"10/22/2021","Buy","SOXL","TDA TRAN - Bought 160 (SOXL) @44.0600","160","$44.06","","-$7049.60"
"10/14/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2359.98"
"10/12/2021","Sell","SPCE","TDA TRAN - Sold 100 (SPCE) @23.6000","100","$23.60","$0.02","$2359.98"
"10/12/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3506.96"
"10/07/2021","Sell","SPCE","TDA TRAN - Sold 150 (SPCE) @23.3800","150","$23.38","$0.04","$3506.96"
"09/30/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"08/31/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"07/30/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.08","","",""
"07/14/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$19483.50"
"07/13/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$19898.46"
"07/12/2021","Buy","SPCE","TDA TRAN - Bought 150 (SPCE) @43.2500","150","$43.25","","-$6487.50"
"07/12/2021","Buy","SPCE","TDA TRAN - Bought 300 (SPCE) @43.3200","300","$43.32","","-$12996.00"
"07/12/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$19216.60"
"07/09/2021","Sell","GME","TDA TRAN - Sold 40 (GME) @190.7900","40","$190.79","$0.04","$7631.56"
"07/09/2021","Sell","SOXL","TDA TRAN - Sold 300 (SOXL) @40.8900","300","$40.89","$0.10","$12266.90"
"07/08/2021","Buy","SOXL","TDA TRAN - Bought 300 (SOXL) @39.1900","300","$39.19","","-$11757.00"
"07/08/2021","Buy","GME","TDA TRAN - Bought 40 (GME) @186.4900","40","$186.49","","-$7459.60"
"07/06/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3233.01"
"07/06/2021","Wire Sent","","TDA TRAN - WIRE OUTGOING (ACD WIRE DISBURSEMENTS)","","","","-$3233.01"
"07/01/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$13196.89"
"06/30/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"06/29/2021","Sell","SOXL","TDA TRAN - Sold 300 (SOXL) @43.9900","300","$43.99","$0.11","$13196.89"
"06/28/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$9885.52"
"06/24/2021","Sell","SOXL","TDA TRAN - Sold 240 (SOXL) @41.1900","240","$41.19","$0.08","$9885.52"
"04/30/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.02","","",""
"04/26/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3437.10"
"04/22/2021","Buy","SOXL","TDA TRAN - Bought 90 (SOXL) @38.1900","90","$38.19","","-$3437.10"
"04/21/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$278.17"
"04/20/2021","Funds Received","","TDA TRAN - PERSONAL CHECK RECEIPT","","","","$278.17"
"04/20/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2016.85"
"04/19/2021","Funds Received","","TDA TRAN - PERSONAL CHECK RECEIPT","","","","$2016.85"
"04/13/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$9196.08"
"04/12/2021","Funds Received","","TDA TRAN - PERSONAL CHECK RECEIPT","","","","$30.54"
"04/12/2021","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$8924.89"
"04/09/2021","Buy","SOXL","TDA TRAN - Bought 450 (SOXL) @44.0900","450","$44.09","","-$19840.50"
"04/09/2021","Sell","83417Q105","TDA TRAN - Sold 600 (SWI) @17.6900","600","$17.69","$0.12","$10613.88"
"04/08/2021","Sell","83417Q105","TDA TRAN - Sold 500 (SWI) @17.8500","500","$17.85","$0.11","$8924.89"
"03/31/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"02/26/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"01/29/2021","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"12/31/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.1","","",""
"12/17/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$20592.00"
"12/15/2020","Buy","83417Q105","TDA TRAN - Bought 1100 (SWI) @18.7200","1,100","$18.72","","-$20592.00"
"12/08/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$601.47"
"12/04/2020","Sell","LL","TDA TRAN - Sold 700 (LL) @28.9500","700","$28.95","$0.53","$20264.47"
"12/04/2020","Buy","LL","TDA TRAN - Bought 700 (LL) @28.0900","700","$28.09","","-$19663.00"
"11/30/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.15","","",""
"11/06/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$21482.52"
"11/04/2020","Sell","SOXL","TDA TRAN - Sold 77 (SOXL) @279.0000","77","$279.00","$0.48","$21482.52"
"10/30/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.12","","",""
"10/29/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$20562.85"
"10/27/2020","Buy","SOXL","TDA TRAN - Bought 77 (SOXL) @267.0500","77","$267.05","","-$20562.85"
"10/08/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$20497.54"
"10/06/2020","Sell","SOXL","TDA TRAN - Sold 74 (SOXL) @277.0000","74","$277.00","$0.46","$20497.54"
"09/30/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.04","","",""
"09/08/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$19388.00"
"09/03/2020","Buy","SOXL","TDA TRAN - Bought 74 (SOXL) @262.0000","74","$262.00","","-$19388.00"
"09/01/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$18374.58"
"08/31/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.1","","",""
"08/28/2020","Sell","SOXL","TDA TRAN - Sold 70 (SOXL) @262.5000","70","$262.50","$0.42","$18374.58"
"08/21/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$17220.00"
"08/19/2020","Buy","SOXL","TDA TRAN - Bought 70 (SOXL) @246.0000","70","$246.00","","-$17220.00"
"07/31/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.15","","",""
"07/02/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$17684.11"
"06/30/2020","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.06","","",""
"06/30/2020","Sell","SOXL","TDA TRAN - Sold 95 (SOXL) @186.1527","95","$186.1527","$0.40","$17684.11"
"06/26/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$16340.00"
"06/24/2020","Buy","SOXL","TDA TRAN - Bought 95 (SOXL) @172.0000","95","$172.00","","-$16340.00"
"06/23/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$15222.85"
"06/19/2020","Sell","SOXL","TDA TRAN - Sold 80 (SOXL) @190.2900","80","$190.29","$0.35","$15222.85"
"06/10/2020","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$15175.20"
"06/08/2020","Buy","SOXL","TDA TRAN - Bought 80 (SOXL) @189.6900","80","$189.69","","-$15175.20"
